;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;;
ENSRNOG00000030374;Lsm6;297.7227644;1.579891513;0.659825495;0.301677545;2.187187966;0.028728805;0.549827799;LSM6 homolog; U6 small nuclear RNA and mRNA degradation associated;;;
ENSRNOG00000032381;Naglu;207.7023627;0.566259391;-0.820465025;0.375236681;-2.186526708;0.028777093;0.549827799;N-acetyl-alpha-glucosaminidase;;;;
ENSRNOG00000042152;Gipc2;140.6656556;0.698528514;-0.517609087;0.236335729;-2.190143191;0.028513854;0.549827799;GIPC PDZ domain containing family; member 2;;;
ENSRNOG00000047057;Gpr26;619.8044636;0.69870163;-0.517251589;0.235893128;-2.192736998;0.028326333;0.549827799;G protein-coupled receptor 26;;;;
ENSRNOG00000051680;Ccdc186;3893.112436;1.343432264;0.425923583;0.195371863;2.180066133;0.02925256;0.549827799;coiled-coil domain containing 186;;;;
ENSRNOG00000067752;NA;46.76841593;2.123108295;1.086177962;0.497974053;2.181193889;0.029169079;0.549827799;NA;;;;
ENSRNOG00000010694;Tpbg;452.7140396;1.351328795;0.434378743;0.199341997;2.179062863;0.029326999;0.549976831;trophoblast glycoprotein;;;;
ENSRNOG00000022884;Cd84;162.03934;1.595289382;0.673818149;0.309239754;2.178950605;0.029335338;0.549976831;CD84 molecule;;;;
ENSRNOG00000000990;Pdap1;4043.456663;1.404280122;0.48983075;0.225098535;2.176072583;0.029549834;0.550696783;PDGFA associated protein 1;;;;
ENSRNOG00000001293;Get4;1119.808451;0.735465206;-0.443271005;0.20444657;-2.168150854;0.030147211;0.550696783;guided entry of tail-anchored proteins factor 4;;;;
ENSRNOG00000004061;Pnn;3517.76585;1.331887613;0.413472351;0.190440468;2.171137019;0.029920816;0.550696783;pinin; desmosome associated protein;;;
ENSRNOG00000004322;Sh3kbp1;3198.288596;1.270761577;0.345693374;0.159056657;2.173397713;0.029750397;0.550696783;SH3 domain-containing kinase-binding protein 1;;;;
ENSRNOG00000004662;RGD1560687;45.76865717;0.450810716;-1.149406287;0.529803282;-2.16949635;0.030045021;0.550696783;similar to Ferritin light chain (Ferritin L subunit);;;;
ENSRNOG00000004888;Spred2;2840.37255;1.278954776;0.354965251;0.163743825;2.167808479;0.030173261;0.550696783;sprouty-related; EVH1 domain containing 2;;;
ENSRNOG00000005515;Rhbdl3;1084.121885;0.719450692;-0.47503228;0.219042029;-2.168680973;0.030106913;0.550696783;rhomboid like 3;;;;
ENSRNOG00000007164;Cln6;405.7339918;0.741170273;-0.432123077;0.198691825;-2.174840741;0.029642053;0.550696783;CLN6; transmembrane ER protein;;;
ENSRNOG00000007350;Rac2;84.88598272;0.596451427;-0.745523439;0.343218061;-2.172156783;0.029843839;0.550696783;Rac family small GTPase 2;;;;
ENSRNOG00000007765;Frzb;262.2246748;1.51572123;0.600004439;0.275571293;2.177311112;0.029457363;0.550696783;frizzled-related protein;;;;
ENSRNOG00000009446;Rxra;482.8281366;0.699652766;-0.515288997;0.237328411;-2.171206535;0.029915564;0.550696783;retinoid X receptor alpha;;;;
ENSRNOG00000011592;Lrp10;692.580836;0.712373921;-0.489293393;0.224668613;-2.177844901;0.029417586;0.550696783;LDL receptor related protein 10;;;;
ENSRNOG00000013493;Psma4;3267.657979;1.374443252;0.458847342;0.211548253;2.168996133;0.030082977;0.550696783;proteasome 20S subunit alpha 4;;;;
ENSRNOG00000019221;Gstm4;995.6055077;0.746288;-0.422195606;0.194577903;-2.169802426;0.030021817;0.550696783;glutathione S-transferase mu 4;;;;
ENSRNOG00000021569;Tiam1;3306.858011;0.813065327;-0.298556822;0.137369783;-2.173380611;0.029751683;0.550696783;TIAM Rac1 associated GEF 1;;;;
ENSRNOG00000021681;Eea1;2891.124591;1.414214555;0.500001013;0.23057971;2.168451915;0.030124319;0.550696783;early endosome antigen 1;;;;
ENSRNOG00000037540;Tmem256;151.86051;0.560549287;-0.835086864;0.385084759;-2.16857937;0.030114633;0.550696783;transmembrane protein 256;;;;
ENSRNOG00000043201;Coq8a;811.2260126;0.665212531;-0.58811275;0.270613019;-2.173261107;0.029760671;0.550696783;coenzyme Q8A;;;;
ENSRNOG00000052444;Samd9;2963.224511;1.505645793;0.590382412;0.271394217;2.175368434;0.029602518;0.550696783;sterile alpha motif domain containing 9;;;;
ENSRNOG00000059445;Aifm2;428.4418281;0.749460764;-0.416075142;0.191440221;-2.173394595;0.029750631;0.550696783;apoptosis inducing factor; mitochondria associated 2;;;
ENSRNOG00000063301;NA;1345.528484;0.256644833;-1.962154877;0.903078923;-2.17273909;0.02979996;0.550696783;NA;;;;
ENSRNOG00000064516;Rtl6;3896.899625;0.757072372;-0.401496874;0.184919379;-2.171199561;0.029916091;0.550696783;retrotransposon Gag like 6;;;;
ENSRNOG00000069384;NA;74.05087021;1.616528873;0.692899276;0.319488362;2.16877783;0.030099555;0.550696783;NA;;;;
ENSRNOG00000001409;Gnb2;5064.827984;0.658393953;-0.60297701;0.278448544;-2.165488102;0.030350326;0.55089549;G protein subunit beta 2;;;;
ENSRNOG00000003917;Uck2;686.4316821;1.245104258;0.316266551;0.145949459;2.166959386;0.030237951;0.55089549;uridine-cytidine kinase 2;;;;
ENSRNOG00000005811;Hspa8-ps25;5906.986074;1.326209098;0.407308257;0.188077903;2.16563589;0.030339022;0.55089549;heat shock protein family A (Hsp70) member 8; pseudogene 25;;;
ENSRNOG00000012278;Fgf10;14.12382078;0.221882135;-2.172134581;1.003115866;-2.165387525;0.030358021;0.55089549;fibroblast growth factor 10;;;;
ENSRNOG00000050636;Arhgef10l;2170.858772;0.709714883;-0.494688535;0.228427654;-2.165624545;0.030339889;0.55089549;Rho guanine nucleotide exchange factor 10 like;;;;
ENSRNOG00000001852;Ergic2;3192.370328;1.267022675;0.341442343;0.157768496;2.164198509;0.030449118;0.551285625;ERGIC and golgi 2;;;;
ENSRNOG00000008218;Atp6v0e2;6181.883816;0.699699989;-0.515191627;0.238011371;-2.16456728;0.030420839;0.551285625;ATPase; H+ transporting V0 subunit e2;;;
ENSRNOG00000014791;Peg3;30403.91133;1.302586021;0.381378649;0.176274731;2.163546911;0.03049914;0.551560927;paternally expressed 3;;;;
ENSRNOG00000030445;Ormdl3;2433.224264;0.73298653;-0.448141408;0.207279081;-2.16201947;0.030616675;0.553055158;ORMDL sphingolipid biosynthesis regulator 3;;;;
ENSRNOG00000014289;Arpc2;8450.290603;1.379221339;0.463854;0.214634196;2.161137452;0.030684723;0.553653059;actin related protein 2/3 complex; subunit 2;;;
ENSRNOG00000007133;Plxnb2;3027.990391;0.808598009;-0.306505443;0.141893826;-2.160104149;0.030764608;0.554462933;plexin B2;;;;
ENSRNOG00000007462;Septin8;14178.79526;1.298972059;0.377370399;0.174845007;2.15831385;0.030903439;0.555901136;septin 8;;;;
ENSRNOG00000010150;Strbp;8320.22871;1.311851038;0.391603909;0.181495405;2.157651921;0.030954905;0.555901136;spermatid perinuclear RNA binding protein;;;;
ENSRNOG00000026309;Lrrc23;1169.054347;0.669190018;-0.57951217;0.268632409;-2.157268261;0.030984769;0.555901136;leucine rich repeat containing 23;;;;
ENSRNOG00000047115;NA;2531.184919;1.308202622;0.387586011;0.179622595;2.157779825;0.030944954;0.555901136;NA;;;;
ENSRNOG00000012663;Mfsd6;4725.925855;1.325292186;0.406310464;0.188789557;2.15218718;0.031382615;0.559311001;major facilitator superfamily domain containing 6;;;;
ENSRNOG00000015583;Dnal4;631.904162;0.735271069;-0.443651874;0.206135633;-2.152232815;0.031379022;0.559311001;dynein; axonemal; light chain 4;;
ENSRNOG00000024631;Chadl;155.2057533;0.596142976;-0.746269714;0.346410496;-2.15429302;0.0312172;0.559311001;chondroadherin-like;;;;
ENSRNOG00000045524;Slc39a3;683.579044;0.678778718;-0.558986763;0.259735824;-2.152135793;0.031386661;0.559311001;solute carrier family 39 member 3;;;;
ENSRNOG00000046905;Sgce;1459.296139;1.312351548;0.392154235;0.182188096;2.152469036;0.031360432;0.559311001;sarcoglycan; epsilon;;;
ENSRNOG00000050968;Ptger2;35.58995773;0.486759363;-1.038719366;0.482507822;-2.152751353;0.031338225;0.559311001;prostaglandin E receptor 2;;;;
ENSRNOG00000018782;Gmnn;90.96222392;1.56832674;0.649226157;0.301869982;2.150681405;0.031501355;0.559641639;geminin; DNA replication inhibitor;;;
ENSRNOG00000042037;Smim7;1411.242281;0.788272292;-0.34323403;0.159539193;-2.151408843;0.031443944;0.559641639;small integral membrane protein 7;;;;
ENSRNOG00000042833;Prp2l1;2933.355329;1.387229993;0.472206996;0.219574292;2.150556848;0.031511194;0.559641639;proline rich protein 2-like 1;;;;
ENSRNOG00000017417;Gabarap;3738.032895;0.777295516;-0.363464901;0.169151683;-2.14875131;0.031654119;0.561550451;GABA type A receptor-associated protein;;;;
ENSRNOG00000063207;NA;150.5832645;0.614948996;-0.701461337;0.326642755;-2.147487819;0.031754466;0.562700502;NA;;;;
ENSRNOG00000011994;Perp;132.5368631;0.636775591;-0.65114306;0.303358785;-2.146445368;0.031837463;0.56291193;p53 apoptosis effector related to PMP22;;;;
ENSRNOG00000027954;Cdh15;102.5343159;0.653832791;-0.613006361;0.285550097;-2.146755918;0.031812718;0.56291193;cadherin 15;;;;
ENSRNOG00000000034;Nuak2;89.41034232;0.618887745;-0.692250341;0.3235296;-2.139681628;0.032380505;0.563807331;NUAK family kinase 2;;;;
ENSRNOG00000004640;Mtfp1;356.324597;0.659317045;-0.600955717;0.280234678;-2.144473061;0.031995002;0.563807331;mitochondrial fission process 1;;;;
ENSRNOG00000006459;NA;689.3990023;1.571163621;0.651833431;0.304054567;2.143804111;0.032048586;0.563807331;NA;;;;
ENSRNOG00000006841;Ano4;2671.600279;1.56321681;0.644517887;0.30116221;2.140102128;0.032346514;0.563807331;anoctamin 4;;;;
ENSRNOG00000012392;Dnajc2;3315.74229;1.296440402;0.374555886;0.174971532;2.140667581;0.032300855;0.563807331;DnaJ heat shock protein family (Hsp40) member C2;;;;
ENSRNOG00000016416;Rnh1;891.0293089;0.800939722;-0.320234424;0.14964036;-2.140027087;0.032352578;0.563807331;ribonuclease/angiogenin inhibitor 1;;;;
ENSRNOG00000016818;Fgfr3;2452.719562;0.625197982;-0.677614973;0.316655416;-2.139912783;0.032361816;0.563807331;fibroblast growth factor receptor 3;;;;
ENSRNOG00000018149;Smarca5;4107.931321;1.393251119;0.478455312;0.223538544;2.140370527;0.032324834;0.563807331;SWI/SNF related; matrix associated; actin dependent regulator of chromatin; subfamily a; member 5
ENSRNOG00000019935;Armc5;696.7604653;0.71395472;-0.486095516;0.227188919;-2.139609265;0.032386357;0.563807331;armadillo repeat containing 5;;;;
ENSRNOG00000046799;Phb1;1476.463644;0.791116632;-0.338037693;0.157740757;-2.142995253;0.03211348;0.563807331;prohibitin 1;;;;
ENSRNOG00000051416;Gabarapl3;2518.234088;0.816496798;-0.292480867;0.136533927;-2.142184535;0.032178635;0.563807331;GABA type A receptor associated protein like 3;;;;
ENSRNOG00000065254;RT1-CE16;435.9033529;0.673937961;-0.569312303;0.265773884;-2.142092726;0.032186021;0.563807331;RT1 class I; locus CE16;;;
ENSRNOG00000066505;NA;723.858531;0.735071294;-0.444043911;0.207057662;-2.144542284;0.031989461;0.563807331;NA;;;;
ENSRNOG00000068445;Rplp2;234.6629098;0.669010448;-0.579899354;0.270653435;-2.142590042;0.032146031;0.563807331;ribosomal protein lateral stalk subunit P2;;;;
ENSRNOG00000006324;NA;588.6437136;0.668435345;-0.581140074;0.272188098;-2.135067913;0.032755463;0.565466562;NA;;;;
ENSRNOG00000007532;C3h9orf78;1343.33008;1.390270845;0.475365968;0.2228079;2.133523844;0.032881778;0.565466562;similar to human chromosome 9 open reading frame 78;;;;
ENSRNOG00000014287;Stk11;1072.300217;0.697193267;-0.520369458;0.243929621;-2.133277033;0.032902007;0.565466562;serine/threonine kinase 11;;;;
ENSRNOG00000014368;Eif4g3;10353.09286;1.239022077;0.309201893;0.144921253;2.133585569;0.03287672;0.565466562;eukaryotic translation initiation factor 4 gamma;3;;;
ENSRNOG00000015685;Mfsd3;153.4395686;0.579005605;-0.78835078;0.369255579;-2.134973239;0.032763196;0.565466562;major facilitator superfamily domain containing 3;;;;
ENSRNOG00000017832;Snx2;2220.997534;1.336869004;0.418858107;0.196183193;2.135035629;0.0327581;0.565466562;sorting nexin 2;;;;
ENSRNOG00000024799;Cd93;492.038386;1.336176688;0.418110793;0.195733814;2.136119376;0.032669685;0.565466562;CD93 molecule;;;;
ENSRNOG00000025634;Zfhx2;1675.708419;1.221177962;0.288273459;0.13503034;2.134879163;0.032770882;0.565466562;zinc finger homeobox 2;;;;
ENSRNOG00000027341;Tenm2;18409.99519;0.768699742;-0.37950791;0.1777331;-2.13526862;0.032739075;0.565466562;teneurin transmembrane protein 2;;;;
ENSRNOG00000061989;Nkrf;1334.223603;1.463999922;0.549915477;0.257791458;2.133179589;0.032909997;0.565466562;NFKB repressing factor;;;;
ENSRNOG00000070669;NA;75.61575683;1.550125798;0.6323853;0.296134851;2.135463952;0.032723132;0.565466562;NA;;;;
ENSRNOG00000071119;NA;7920.599267;1.368049733;0.452120678;0.211813656;2.134520907;0.032800164;0.565466562;NA;;;;
ENSRNOG00000021691;Ccdc92;1904.211422;1.384620588;0.469490705;0.22016754;2.132424717;0.032971947;0.565917214;coiled-coil domain containing 92;;;;
ENSRNOG00000012415;Mpc1;2969.030362;1.351973707;0.435067094;0.204081962;2.131825319;0.033021209;0.566104436;mitochondrial pyruvate carrier 1;;;;
ENSRNOG00000054176;Mogs;431.2213572;0.724274267;-0.465391976;0.218348031;-2.131422825;0.033054324;0.566104436;mannosyl-oligosaccharide glucosidase;;;;
ENSRNOG00000004019;Phlda1;424.3502135;1.526603292;0.610325208;0.286447212;2.130672537;0.033116129;0.56655045;pleckstrin homology-like domain; family A; member 1;;
ENSRNOG00000020337;Sla2;66.83562444;0.518792614;-0.946770154;0.444581419;-2.129576526;0.033206591;0.567485233;Src-like-adaptor 2;;;;
ENSRNOG00000003512;Gabra1;21033.55224;1.417948033;0.503804659;0.236690414;2.128538501;0.033292461;0.568339625;gamma-aminobutyric acid type A receptor subunit alpha 1;;;;
ENSRNOG00000004328;Deptor;1288.896623;1.383375232;0.468192532;0.220486787;2.123449382;0.033716213;0.56986714;DEP domain containing MTOR-interacting protein;;;;
ENSRNOG00000009449;Trim35;7383.759926;0.806928566;-0.309487131;0.145665954;-2.124636008;0.033616997;0.56986714;tripartite motif-containing 35;;;;
ENSRNOG00000010617;Scube1;3558.572653;1.336063411;0.417988481;0.19703138;2.121431013;0.033885548;0.56986714;signal peptide; CUB domain and EGF like domain containing 1;;;
ENSRNOG00000013128;Tmem179;2021.445377;0.675865275;-0.565192402;0.266136298;-2.123695291;0.033695631;0.56986714;transmembrane protein 179;;;;
ENSRNOG00000015456;Zfp787;266.9045046;0.656559701;-0.607001893;0.285491284;-2.126166113;0.033489431;0.56986714;zinc finger protein 787;;;;
ENSRNOG00000017657;Phf23;905.9322306;0.759181552;-0.397483159;0.1871338;-2.124058604;0.033665243;0.56986714;PHD finger protein 23;;;;
ENSRNOG00000027024;Rgs16;416.5067524;0.627454086;-0.672418201;0.316764901;-2.122767385;0.033773349;0.56986714;regulator of G-protein signaling 16;;;;
ENSRNOG00000027731;Ubxn10;63.1917701;0.538475017;-0.893048685;0.420906288;-2.121728069;0.03386058;0.56986714;UBX domain protein 10;;;;
ENSRNOG00000028166;Asmtl;623.4361457;0.670205969;-0.577323559;0.271959378;-2.122830116;0.03376809;0.56986714;acetylserotonin O-methyltransferase-like;;;;
ENSRNOG00000030963;NA;23744.46143;0.687864571;-0.539803544;0.254065449;-2.124663337;0.033614715;0.56986714;NA;;;;
ENSRNOG00000042029;Efs;297.413863;0.680708361;-0.554891265;0.261161203;-2.124707881;0.033610995;0.56986714;embryonal Fyn-associated substrate;;;;
ENSRNOG00000046468;Ptgfr;31.6426233;0.304176393;-1.717019903;0.807805209;-2.125537054;0.033541826;0.56986714;prostaglandin F receptor;;;;
ENSRNOG00000049236;Myh9;4553.252147;1.21467317;0.280568182;0.132242895;2.121612519;0.03387029;0.56986714;myosin; heavy chain 9;;;
ENSRNOG00000062709;NA;434.3863495;0.721785912;-0.47035711;0.221582877;-2.122714157;0.033777812;0.56986714;NA;;;;
ENSRNOG00000016773;Sap130;2076.817129;1.231257421;0.30013242;0.1415276;2.120663533;0.033950127;0.57034774;Sin3A associated protein 130;;;;
ENSRNOG00000051819;Sdr42e1;262.8038051;0.755161369;-0.40514313;0.191133725;-2.119684166;0.034032689;0.571129091;short chain dehydrogenase/reductase family 42E; member 1;;;
ENSRNOG00000001928;Il1rap;2110.013779;1.239494523;0.309751897;0.146489619;2.11449725;0.034472819;0.571269041;interleukin 1 receptor accessory protein;;;;
ENSRNOG00000002097;Rasl11b;1375.853878;0.691009852;-0.533221815;0.251736113;-2.118177676;0.034160023;0.571269041;RAS-like family 11 member B;;;;
ENSRNOG00000009071;Gripap1;5480.048568;1.236352402;0.306090019;0.144553647;2.117483884;0.034218802;0.571269041;GRIP1 associated protein 1;;;;
ENSRNOG00000011222;Dynll1;6286.113252;1.283630583;0.360230068;0.170165842;2.11693525;0.034265343;0.571269041;dynein light chain LC8-type 1;;;;
ENSRNOG00000018849;Tcerg1;6362.310531;1.297911161;0.376191637;0.177825354;2.115511818;0.034386349;0.571269041;transcription elongation regulator 1;;;;
ENSRNOG00000020481;Pafah1b3;119.6397843;0.667605973;-0.582931232;0.275425928;-2.116471882;0.034304694;0.571269041;platelet-activating factor acetylhydrolase 1b; catalytic subunit 3;;;
ENSRNOG00000026646;Ndufs5;1325.309287;1.414181509;0.4999673;0.236026904;2.118264027;0.034152713;0.571269041;NADH:ubiquinone oxidoreductase subunit S5;;;;
ENSRNOG00000030763;Dpp4;448.9020624;1.528290021;0.611918347;0.289171876;2.116106018;0.034335792;0.571269041;dipeptidylpeptidase 4;;;;
ENSRNOG00000037897;Rps19;402.5828428;0.69468988;-0.525559014;0.248580799;-2.114238167;0.034494931;0.571269041;ribosomal protein S19;;;;
ENSRNOG00000042421;NA;743.7856127;0.68002082;-0.556349176;0.263165739;-2.114063854;0.034509814;0.571269041;NA;;;;
ENSRNOG00000043182;Septin6;3136.422159;1.293650164;0.371447528;0.175625527;2.114997376;0.034430171;0.571269041;septin 6;;;;
ENSRNOG00000048509;Ubxn6;1290.175615;0.754970234;-0.40550833;0.191645275;-2.115931792;0.034350609;0.571269041;UBX domain protein 6;;;;
ENSRNOG00000054446;Sltm;5557.211187;1.307846199;0.387192891;0.18298601;2.115969917;0.034347366;0.571269041;SAFB-like; transcription modulator;;;
ENSRNOG00000001288;Gpr146;954.1624645;0.719103463;-0.475728737;0.225119176;-2.113230628;0.034581033;0.571850443;G protein-coupled receptor 146;;;;
ENSRNOG00000000800;Man1a1;3059.078823;0.692842186;-0.52940132;0.250730795;-2.111433179;0.034735096;0.572009757;mannosidase; alpha; class 1A; member 1;
ENSRNOG00000010087;Zfp143;566.7412792;1.380404032;0.465090593;0.220144556;2.112659976;0.034629881;0.572009757;zinc finger protein 143;;;;
ENSRNOG00000011011;Nmb;40.54124577;0.430392905;-1.216273798;0.57599418;-2.111607792;0.034720104;0.572009757;neuromedin B;;;;
ENSRNOG00000019365;Ablim3;992.8902323;1.304820738;0.383851617;0.181749555;2.111981053;0.034688074;0.572009757;actin binding LIM protein family; member 3;;;
ENSRNOG00000001712;Alg3;474.3250984;1.355684743;0.439021727;0.208227803;2.108372279;0.0349988;0.572779953;ALG3; alpha-1;3- mannosyltransferase;;
ENSRNOG00000005342;Rassf5;2223.129796;1.315091427;0.395163101;0.187407798;2.108573418;0.034981419;0.572779953;Ras association domain family member 5;;;;
ENSRNOG00000020716;Axl;1789.539853;0.744966398;-0.424752742;0.201303579;-2.11001088;0.034857419;0.572779953;Axl receptor tyrosine kinase;;;;
ENSRNOG00000036960;Abcc9;978.3911924;1.539336636;0.622308768;0.295094611;2.108844908;0.034957971;0.572779953;ATP binding cassette subfamily C member 9;;;;
ENSRNOG00000050706;Col25a1;3257.646267;1.279303421;0.355358478;0.168522023;2.108676792;0.034972489;0.572779953;collagen type XXV alpha 1 chain;;;;
ENSRNOG00000054581;Tmem101;369.2659166;0.716662535;-0.480634158;0.227943576;-2.108566369;0.034982028;0.572779953;transmembrane protein 101;;;;
ENSRNOG00000006403;Nectin1;2788.379381;0.762178162;-0.391799823;0.185867822;-2.107948636;0.035035433;0.572787744;nectin cell adhesion molecule 1;;;;
ENSRNOG00000002833;Gsk3b;4349.525572;1.335735732;0.417634607;0.198365841;2.105375632;0.035258623;0.575842381;glycogen synthase kinase 3 beta;;;;
ENSRNOG00000002093;Tgfbr3;905.838356;0.766973649;-0.382751083;0.181870847;-2.104521372;0.035332992;0.576424668;transforming growth factor beta receptor 3;;;;
ENSRNOG00000008810;Nsmf;23572.66798;0.687405211;-0.540767306;0.257346638;-2.101318713;0.035612998;0.576424668;NMDA receptor synaptonuclear signaling and neuronal migration factor;;;;
ENSRNOG00000009565;Pdk4;242.3292451;0.654338012;-0.611892013;0.291323003;-2.100390308;0.035694521;0.576424668;pyruvate dehydrogenase kinase 4;;;;
ENSRNOG00000011796;C1r;318.2182508;0.587079022;-0.768373388;0.365727315;-2.100946133;0.035645695;0.576424668;complement C1r;;;;
